id	text	count
113895524	特别羡慕这批新生代的职场90后，虽然我自己也才工作不到十年。我羡慕他们给了劳动者们一股清流，一种我们曾经想做却受困于社会评价，家庭条件而不敢做的事：你们特么玩命压榨员工，滚一边儿去吧，爷不陪你们玩了！加油！	5270
113647792	换一个问法：现在的企业怎么了，留不住年轻的员工？	2490
113921297	因为高校的就业导向是——先就业，再择业。	1269
394157579	就我经历过的应届生辞职事件里面，无一例外是公司钱给少了。每年的应届生就象出栏的肥羊一样是每个公司梦寐以求的盘剥对象。价格极低，有可能能挑到极品，这些都是校招公开的秘密。应届生并不会更喜欢辞职，只是公司更喜欢盘剥他们，仅此而已。	618
113939654	2017-3-9更新:最早我写这个答案确实只是一个吐槽，貌似后来被点了多次反对，但是实际生活和工作中确实是这样的啊，多少老板/管理层和你讲情怀，灌鸡汤，对个人发展有用吗？这种情况下，自己的能力与待遇达不到匹配，为什么要留下？真是奇了怪了。原回答：你们告诉我们刚开始不要太在意薪水，我们信了，于是我们拼命干活，不提加薪，然后你们就真不加薪了；你们告诉我们年轻人有活力，多干点不是坏事，我们信了，总在加班，然后你们就真不让我们休假了；你们又告诉我们要听话，不要每天抱怨，要做一个没有思想的机器，能干活就行，对不起，我们不是傻逼，再见。-------来自一个大龄90后	7712
234293055	因为网络的发展，减少了信息不对称，也就降低了决策成本。在更早的一代人眼里，工作更多意味的是“饭碗”，选择也比较少，相对来说更不容易做出决定。但现在，选择越来越多，其实相当于环境的包容性变强了，对个人来说，想要做出决定也就没那么难了。	2620
113887966	谁说的？你看各大高校、研究所里的90后，任劳任怨，吃苦耐劳，全年无休，动辄通宵做实验，一个月几百块钱，照样干的热火朝天没几个辞职的。我说这个的意思是：90后其实是个特别能吃苦，特别能战斗，主观能动性特别强，特别不怕失败，特别有奉献精神，特别不计报酬的群体，只不过这些优秀品质只会在他们认为值得的地方展现。在实验室里付出的努力，可以转化为技能、思维、人脉、学识、资历等等千金难买的竞争优势，因此90后硕士和直博生们可以忍受集体宿舍，可以忍受低工资，可以忍受7712的作息。但在某些无聊的重复劳动的岗位上，同样是这些人，一分钟都不想多呆。	3434
113429687	从我接触的周围90后来看，可能是因为他们对(某不和谐词汇)的容忍度普遍比较低。	7296
113888758	我就问你们见过哪个成年人上班请假需要家长签字的吗！！！家长签字啊！！好歹毕业了我都22了……请假还要我妈签字……我感觉我在小学..---哼 你们这些人笑话我以后都不给我点赞---          简直一点儿都不友好!怒摔! o(≧口≦)o--------来自2018年的遥远分界线--------既然说这样答题不合格规范的话 那我就说的直白点 不是我们应届生喜欢辞职，而且如果一家公司弄出这样的请假条例，你觉得这家公司值得你长久干下去吗！？！为了让回答更加规范 我只能说 公司文化和本人职场价值观相违背 故选择辞职。回答完毕	2888
113231981	无论哪个年代的毕业生。面临诸多选择的时候都容易大范围，大规模，高频率的跳槽。以更好与社会相互磨合。更快的做好自身定位，找准可实现的奋斗目标。老一辈的人们之所以相对安分守己不愿跳槽。主要是他们选择太少。	657
420449569	先声明下，我刚毕业的时候一点野心也没有，只想安安稳稳找个小传媒公司，每个月按时发工资按时交医社保。然而连这样的公司都找不到。我四年前毕业，从第一家公司开始，先后遭遇不签合同、不交医社保、通宵两天不负加班费（已经商谈好的）、拖欠工资（最长一次拖了半年）...换了数家公司都是如此，身边同行的朋友也是如此。可能是我的行业太奇葩，也可能我太倒霉，也可能是我所在的城市监管有问题，好，我都认了。但是麻烦别把那种大帽子抠在“应届生、90后”身上。不知道题主是不是很希望看到“哎呀现在年轻人好浮躁、90后好不安分不懂满足”这种答案？先了解清楚情况，再把“应届生都喜欢辞职”这种既定言论说出来	1349
113976832	光实习我就换了3家公司……以后的策略基本也是一年一跳……至于为什么，经过一年的成才我觉得我该涨薪了，然后出去一通面试，谁给的高去谁哪，东家给的最高就留下来。一句话，我只认钱，给谁干不是干。	909
113394467	跟90后没什么关系早些时期，人才和岗位都有限，好不容易抓到个饭碗就不愿意走，失业对人的打击很大。现在可不一样，没能力的人暂且不提，正规大学毕业，或者自身有一定实力的人选择多多，去哪儿无非就是看钱，还有钱增长的速度。情怀是一文不值的。最后这句话可能偏激了点儿。欢迎指正。-------我不知道“免费加班”是不是一种社会常态，很多人提到过，我暂时还没遇到有领导这样要求我的。如果真有的话我肯定是不会干的。原因很简单：凭什么？？？	473
138532598	现在的老板都怎么了？没有足够的人格魅力和能力留住年轻员工，还好意思拿着苍白的数据提个问题组团瞎BB？再说了，九零后集体罢工在家呆着了吗？轮得到别人把爱辞职的帽子扣在我们脑袋上，说东说西？我去煎饼摊子买早餐，连着买了几天，有一天吃出了个苍蝇，我就改买鸡蛋灌饼了，这时候来了个砖家研究了一下，说我们九零后吃早餐不专一，不像父辈母辈一辈子吃煎饼果子。问我们为什么？呵呵	1047
393878259	一边是资方想着法怎么驯服剥削应届生，一边是初出茅庐的应届生缺乏经验，既没有资本讨价还价，也没有运气一下子找到可以长期服务的雇主。就这种状况，应届生辞职率高是很正常的，劳力市场是双向选择的，资方可以选，劳方也可以选，别整的应届生离职就不能吃苦耐劳道德有问题似的。	342
113394042	作为一名90后，第一句话不要太计较。大家自己四舍五入。我在医院工作近三年，没请过一天假，没旷过一天工。不迟到，天天晚下班。每次同事换班，我绝对第一个冲上去。没对象就得体谅大家。最多时连续上26天班。为了什么？还不是怕辞职后找不到工作，人家能换到工作好的单位，为什么不走。真卖你们家了？	1642
113993929	公司招聘各种欺骗各种耍流氓就是天经地义，毕业生拎包走人就是十恶不赦？所以公司不仅要从行动上来坑初入社会的大学毕业生，还要站在道德制高点来批判那些不配合自己耍流氓的正当合法离职的前员工？我一个公民，通过正当合法的程序，选择自己的工作，有什么错？你耍流氓还耍上了天？我一个无产阶级，怕什么？	217
